alias_text	locale	normalized_alias	route_kind	target_code	priority	match_kind	is_blocked	source	comment
телефон android бу	ru-RU	телефон android бу	CATEGORY_LEAF	TECH.PHONES	72	EXACT	false	SEED	golden backfill
смартфоны распродажа	ru-RU	смартфоны распродажа	CATEGORY_LEAF	TECH.PHONES	72	EXACT	false	SEED	golden backfill
чехол на айфон 13	ru-RU	чехол на айфон 13	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
быстрая зарядка type c	ru-RU	быстрая зарядка type c	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
пауэрбанк 20000	ru-RU	пауэрбанк 20000	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
адаптер usb c	ru-RU	адаптер usb c	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
переходник для телефона	ru-RU	переходник для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
набор аксессуаров для телефона	ru-RU	набор аксессуаров для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
держатель в машину телефон	ru-RU	держатель в машину телефон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
чехол samsung	ru-RU	чехол samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
купить ноутбук	ru-RU	купить ноутбук	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
ноутбук для учебы	ru-RU	ноутбук для учебы	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
macbook air m2	en-US	macbook air m2	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
macbook pro 14	en-US	macbook pro 14	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
ноутбук 16гб	ru-RU	ноутбук 16гб	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
gaming laptop	en-US	gaming laptop	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
lenovo legion	en-US	lenovo legion	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
ноутбук 512 ssd	ru-RU	ноутбук 512 ssd	CATEGORY_LEAF	TECH.STORAGE_MEMORY	72	EXACT	false	SEED	golden backfill
laptop for work	en-US	laptop for work	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
ноут 14 дюймов	ru-RU	ноут 14 дюймов	CATEGORY_LEAF	TECH.COMPUTERS	72	EXACT	false	SEED	golden backfill
оперативная память ddr5	ru-RU	оперативная память ddr5	CATEGORY_LEAF	TECH.PC_COMPONENTS	72	EXACT	false	SEED	golden backfill
ddr4 ram	en-US	ddr4 ram	CATEGORY_LEAF	TECH.PC_COMPONENTS	72	EXACT	false	SEED	golden backfill
nvme ssd	en-US	nvme ssd	CATEGORY_LEAF	TECH.STORAGE_MEMORY	72	EXACT	false	SEED	golden backfill
hdd 2tb	en-US	hdd 2tb	CATEGORY_LEAF	TECH.STORAGE_MEMORY	72	EXACT	false	SEED	golden backfill
блок питания 750w	ru-RU	блок питания 750w	CATEGORY_LEAF	TECH.PC_COMPONENTS	72	EXACT	false	SEED	golden backfill
кулер для процессора	ru-RU	кулер для процессора	CATEGORY_LEAF	TECH.PC_COMPONENTS	72	EXACT	false	SEED	golden backfill
водяное охлаждение	ru-RU	водяное охлаждение	CATEGORY_LEAF	TECH.PC_COMPONENTS	72	EXACT	false	SEED	golden backfill
pc components	en-US	pc components	CATEGORY_LEAF	TECH.PC_COMPONENTS	72	EXACT	false	SEED	golden backfill
сборка пк комплектующие	ru-RU	сборка пк комплектующие	CATEGORY_LEAF	TECH.PC_COMPONENTS	72	EXACT	false	SEED	golden backfill
телевизор 55	ru-RU	телевизор 55	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
qled телевизор	ru-RU	qled телевизор	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
тв приставка	ru-RU	тв приставка	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
домашний проектор	ru-RU	домашний проектор	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
проектор 4k	ru-RU	проектор 4k	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
телевизор бу	ru-RU	телевизор бу	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
пульт для тв	ru-RU	пульт для тв	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
smart television	en-US	smart television	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
проводные наушники	ru-RU	проводные наушники	CATEGORY_LEAF	TECH.AUDIO	72	EXACT	false	SEED	golden backfill
наушники для игр	ru-RU	наушники для игр	CATEGORY_LEAF	TECH.AUDIO	72	EXACT	false	SEED	golden backfill
колонки для компьютера	ru-RU	колонки для компьютера	CATEGORY_LEAF	TECH.AUDIO	72	EXACT	false	SEED	golden backfill
аудио система	ru-RU	аудио система	CATEGORY_LEAF	TECH.AUDIO	72	EXACT	false	SEED	golden backfill
nikon d750	en-US	nikon d750	CATEGORY_LEAF	TECH.CAMERAS_DRONES	72	EXACT	false	SEED	golden backfill
камера для блогера	ru-RU	камера для блогера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	72	EXACT	false	SEED	golden backfill
фотоаппарат бу	ru-RU	фотоаппарат бу	CATEGORY_LEAF	TECH.CAMERAS_DRONES	72	EXACT	false	SEED	golden backfill
mirrorless camera	en-US	mirrorless camera	CATEGORY_LEAF	TECH.CAMERAS_DRONES	72	EXACT	false	SEED	golden backfill
dualsense	en-US	dualsense	CATEGORY_LEAF	TECH.GAMING	72	EXACT	false	SEED	golden backfill
джойстик ps5	ru-RU	джойстик ps5	CATEGORY_LEAF	TECH.GAMING	72	EXACT	false	SEED	golden backfill
приставка бу	ru-RU	приставка бу	CATEGORY_LEAF	TECH.GAMING	72	EXACT	false	SEED	golden backfill
nintendo игры	ru-RU	nintendo игры	CATEGORY_LEAF	TECH.GAMING	72	EXACT	false	SEED	golden backfill
xbox game pass	en-US	xbox game pass	CATEGORY_LEAF	TECH.GAMING	72	EXACT	false	SEED	golden backfill
игровые диски	ru-RU	игровые диски	CATEGORY_LEAF	TECH.GAMING	72	EXACT	false	SEED	golden backfill
купить планшет	ru-RU	купить планшет	CATEGORY_LEAF	TECH.TABLETS_E_READERS	72	EXACT	false	SEED	golden backfill
планшет для учебы	ru-RU	планшет для учебы	CATEGORY_LEAF	TECH.TABLETS_E_READERS	72	EXACT	false	SEED	golden backfill
планшет 11 дюймов	ru-RU	планшет 11 дюймов	CATEGORY_LEAF	TECH.TABLETS_E_READERS	72	EXACT	false	SEED	golden backfill
электронная книга бу	ru-RU	электронная книга бу	CATEGORY_LEAF	TECH.TABLETS_E_READERS	72	EXACT	false	SEED	golden backfill
ридер onyx	ru-RU	ридер onyx	CATEGORY_LEAF	TECH.TABLETS_E_READERS	72	EXACT	false	SEED	golden backfill
умные датчики	ru-RU	умные датчики	CATEGORY_LEAF	TECH.SMART_HOME_SECURITY	72	EXACT	false	SEED	golden backfill
телефоны и аксессуары	ru-RU	телефоны и аксессуары	BROWSE_NODE	B.TECH.MOBILE	68	EXACT	false	SEED	golden backfill
комплектующие	ru-RU	комплектующие	BROWSE_NODE	B.TECH.WORKSPACE	68	EXACT	false	SEED	golden backfill
тв аудио	ru-RU	тв аудио	BROWSE_NODE	B.TECH.MEDIA_GAMING	90	EXACT	false	SEED	golden backfill
фото и видео	ru-RU	фото и видео	BROWSE_NODE	B.TECH.MEDIA_GAMING.CAMERAS_DRONES	68	EXACT	false	SEED	golden backfill
игровые товары	ru-RU	игровые товары	BROWSE_NODE	B.TECH.MEDIA_GAMING.GAMING	68	EXACT	false	SEED	golden backfill
умный дом гаджеты	ru-RU	умный дом гаджеты	BROWSE_NODE	B.TECH.HOME_POWER_AUTO	68	EXACT	false	SEED	golden backfill
камера wifi	ru-RU	камера wifi	BROWSE_NODE	B.TECH.HOME_POWER_AUTO	68	EXACT	false	SEED	golden backfill
аксессуары	ru-RU	аксессуары	BROWSE_NODE	B.TECH.MOBILE	68	EXACT	false	SEED	golden backfill
наушники iphone	ru-RU	наушники iphone	CATEGORY_LEAF	TECH.AUDIO	72	EXACT	false	SEED	golden backfill
apple tv приставка	ru-RU	apple tv приставка	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
смарт часы	ru-RU	смарт часы	BROWSE_NODE	B.TECH	68	EXACT	false	SEED	golden backfill
компьютер	ru-RU	компьютер	BROWSE_NODE	B.TECH.WORKSPACE	68	EXACT	false	SEED	golden backfill
телевизоры	ru-RU	телевизоры	CATEGORY_LEAF	TECH.TV_HOME_THEATER	72	EXACT	false	SEED	golden backfill
игры	ru-RU	игры	CATEGORY_LEAF	TECH.GAMING	72	EXACT	false	SEED	golden backfill
объектив canon	ru-RU	объектив canon	CATEGORY_LEAF	TECH.CAMERAS_DRONES	72	EXACT	false	SEED	golden backfill
зарядка для наушников	ru-RU	зарядка для наушников	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	72	EXACT	false	SEED	golden backfill
накладка	ru-RU	накладка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CASE
бампер	ru-RU	бампер	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CASE
кейс	ru-RU	кейс	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CASE
обложка	ru-RU	обложка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CASE
стекло	ru-RU	стекло	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SCREEN_PROTECTOR
пленка	ru-RU	пленка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SCREEN_PROTECTOR
гидрогель	ru-RU	гидрогель	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SCREEN_PROTECTOR
защита экрана	ru-RU	защита экрана	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SCREEN_PROTECTOR
стекло камеры	ru-RU	стекло камеры	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAMERA_PROTECTOR
кольца камеры	ru-RU	кольца камеры	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAMERA_PROTECTOR
lens protector	en-US	lens protector	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAMERA_PROTECTOR
адаптер питания	ru-RU	адаптер питания	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CHARGER_WALL
сетевой адаптер	ru-RU	сетевой адаптер	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CHARGER_WALL
кубик	ru-RU	кубик	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CHARGER_WALL
автозарядка	ru-RU	автозарядка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAR_CHARGER
зарядка в машину	ru-RU	зарядка в машину	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAR_CHARGER
прикуриватель usb	ru-RU	прикуриватель usb	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAR_CHARGER
авто зарядное	ru-RU	авто зарядное	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAR_CHARGER
магнитная зарядка	ru-RU	магнитная зарядка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.WIRELESS_CHARGER
magsafe зарядка	ru-RU	magsafe зарядка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.WIRELESS_CHARGER
qi зарядка	ru-RU	qi зарядка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.WIRELESS_CHARGER
павербанк	ru-RU	павербанк	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.POWER_BANK
повербанк	ru-RU	повербанк	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.POWER_BANK
портативная зарядка	ru-RU	портативная зарядка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.POWER_BANK
шнур	ru-RU	шнур	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CABLE
провод	ru-RU	провод	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CABLE
зарядный кабель	ru-RU	зарядный кабель	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CABLE
дата кабель	ru-RU	дата кабель	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CABLE
переходник	ru-RU	переходник	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.ADAPTER
адаптер	ru-RU	адаптер	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.ADAPTER
конвертер	ru-RU	конвертер	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.ADAPTER
otg	en-US	otg	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.ADAPTER
хаб	ru-RU	хаб	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HUB_DOCK
док станция	ru-RU	док станция	CATEGORY_LEAF	TECH.COMPUTER_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HUB_DOCK
hub	en-US	hub	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HUB_DOCK
dock	en-US	dock	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HUB_DOCK
держатель	ru-RU	держатель	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HOLDER_MOUNT
крепление	ru-RU	крепление	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HOLDER_MOUNT
автодержатель	ru-RU	автодержатель	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HOLDER_MOUNT
mount	en-US	mount	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HOLDER_MOUNT
holder	en-US	holder	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.HOLDER_MOUNT
кольцо держатель	ru-RU	кольцо держатель	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.GRIP_STAND
держатель кольцо	ru-RU	держатель кольцо	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.GRIP_STAND
подставка	ru-RU	подставка	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.GRIP_STAND
перо для телефона	ru-RU	перо для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.STYLUS
touch pen	en-US	touch pen	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.STYLUS
microsd	en-US	microsd	CATEGORY_LEAF	TECH.STORAGE_MEMORY	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.MEMORY_CARD
флешка для телефона	ru-RU	флешка для телефона	CATEGORY_LEAF	TECH.STORAGE_MEMORY	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.MEMORY_CARD
скрепка sim	ru-RU	скрепка sim	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SIM_ACCESSORY
sim adapter	en-US	sim adapter	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SIM_ACCESSORY
адаптер sim	ru-RU	адаптер sim	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SIM_ACCESSORY
лоток sim	ru-RU	лоток sim	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.SIM_ACCESSORY
ремешок	ru-RU	ремешок	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.LANYARD_STRAP
шнурок	ru-RU	шнурок	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.LANYARD_STRAP
lanyard	en-US	lanyard	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.LANYARD_STRAP
strap	en-US	strap	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.LANYARD_STRAP
салфетки	ru-RU	салфетки	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CLEANING_KIT
чистящий набор	ru-RU	чистящий набор	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CLEANING_KIT
cleaning kit	en-US	cleaning kit	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CLEANING_KIT
объектив для телефона	ru-RU	объектив для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAMERA_LENS
линза для телефона	ru-RU	линза для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAMERA_LENS
clip lens	en-US	clip lens	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.CAMERA_LENS
водонепроницаемый чехол	ru-RU	водонепроницаемый чехол	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.WATERPROOF_POUCH
аквабокс	ru-RU	аквабокс	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; dictionary_value:phone_accessory_type.WATERPROOF_POUCH
