alias	brand	family	line	model	model_code	priority	source_policy
se (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
iphonese3rdgeneration	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
айфон 3 rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
аппл se (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
эппл se (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
apple se (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
iPhone SE (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
аппл iphone se (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
эппл iphone se (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
apple iphone se (3rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
rogphone8pro	ASUS	ROG_PHONE	8	ASUS ROG Phone 8 Pro	ASUS_ASUS_ROG_PHONE_8_PRO	75	generated_alias_delta_v1_1
rog phone 8 pro	ASUS	ROG_PHONE	8	ASUS ROG Phone 8 Pro	ASUS_ASUS_ROG_PHONE_8_PRO	75	generated_alias_delta_v1_1
asusrogphone8pro	ASUS	ROG_PHONE	8	ASUS ROG Phone 8 Pro	ASUS_ASUS_ROG_PHONE_8_PRO	75	generated_alias_delta_v1_1
ASUS ROG Phone 8 Pro	ASUS	ROG_PHONE	8	ASUS ROG Phone 8 Pro	ASUS_ASUS_ROG_PHONE_8_PRO	75	generated_alias_delta_v1_1
асус rog phone 8 pro	ASUS	ROG_PHONE	8	ASUS ROG Phone 8 Pro	ASUS_ASUS_ROG_PHONE_8_PRO	75	generated_alias_delta_v1_1
asus asus rog phone 8 pro	ASUS	ROG_PHONE	8	ASUS ROG Phone 8 Pro	ASUS_ASUS_ROG_PHONE_8_PRO	75	generated_alias_delta_v1_1
асус asus rog phone 8 pro	ASUS	ROG_PHONE	8	ASUS ROG Phone 8 Pro	ASUS_ASUS_ROG_PHONE_8_PRO	75	generated_alias_delta_v1_1
pixel7	GOOGLE	PIXEL	7	Pixel 7	GOOGLE_PIXEL_7	75	generated_alias_delta_v1_1
гугл 7	GOOGLE	PIXEL	7	Pixel 7	GOOGLE_PIXEL_7	75	generated_alias_delta_v1_1
Pixel 7	GOOGLE	PIXEL	7	Pixel 7	GOOGLE_PIXEL_7	75	generated_alias_delta_v1_1
google 7	GOOGLE	PIXEL	7	Pixel 7	GOOGLE_PIXEL_7	75	generated_alias_delta_v1_1
пиксель 7	GOOGLE	PIXEL	7	Pixel 7	GOOGLE_PIXEL_7	75	generated_alias_delta_v1_1
гугл pixel 7	GOOGLE	PIXEL	7	Pixel 7	GOOGLE_PIXEL_7	75	generated_alias_delta_v1_1
google pixel 7	GOOGLE	PIXEL	7	Pixel 7	GOOGLE_PIXEL_7	75	generated_alias_delta_v1_1
7pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
7 pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
pixel7pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
гугл 7 pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
Pixel 7 Pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
google 7 pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
пиксель 7 pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
гугл pixel 7 pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
google pixel 7 pro	GOOGLE	PIXEL	7	Pixel 7 Pro	GOOGLE_PIXEL_7_PRO	75	generated_alias_delta_v1_1
7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
pixel7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
гугл 7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
Pixel 7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
google 7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
пиксель 7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
гугл pixel 7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
google pixel 7a	GOOGLE	PIXEL	7A	Pixel 7a	GOOGLE_PIXEL_7A	75	generated_alias_delta_v1_1
9profold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
9 pro fold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
pixel9profold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
гугл 9 pro fold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
Pixel 9 Pro Fold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
google 9 pro fold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
пиксель 9 pro fold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
гугл pixel 9 pro fold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
google pixel 9 pro fold	GOOGLE	PIXEL	9	Pixel 9 Pro Fold	GOOGLE_PIXEL_9_PRO_FOLD	75	generated_alias_delta_v1_1
200pro	HONOR	HONOR_NUMBER	200	Honor 200 Pro	HONOR_HONOR_200_PRO	75	generated_alias_delta_v1_1
200 pro	HONOR	HONOR_NUMBER	200	Honor 200 Pro	HONOR_HONOR_200_PRO	75	generated_alias_delta_v1_1
honor200pro	HONOR	HONOR_NUMBER	200	Honor 200 Pro	HONOR_HONOR_200_PRO	75	generated_alias_delta_v1_1
Honor 200 Pro	HONOR	HONOR_NUMBER	200	Honor 200 Pro	HONOR_HONOR_200_PRO	75	generated_alias_delta_v1_1
хонор 200 pro	HONOR	HONOR_NUMBER	200	Honor 200 Pro	HONOR_HONOR_200_PRO	75	generated_alias_delta_v1_1
honor honor 200 pro	HONOR	HONOR_NUMBER	200	Honor 200 Pro	HONOR_HONOR_200_PRO	75	generated_alias_delta_v1_1
хонор honor 200 pro	HONOR	HONOR_NUMBER	200	Honor 200 Pro	HONOR_HONOR_200_PRO	75	generated_alias_delta_v1_1
x9c	HONOR	HONOR_X	X9	Honor X9c	HONOR_HONOR_X9C	75	generated_alias_delta_v1_1
honorx9c	HONOR	HONOR_X	X9	Honor X9c	HONOR_HONOR_X9C	75	generated_alias_delta_v1_1
Honor X9c	HONOR	HONOR_X	X9	Honor X9c	HONOR_HONOR_X9C	75	generated_alias_delta_v1_1
хонор x9c	HONOR	HONOR_X	X9	Honor X9c	HONOR_HONOR_X9C	75	generated_alias_delta_v1_1
honor honor x9c	HONOR	HONOR_X	X9	Honor X9c	HONOR_HONOR_X9C	75	generated_alias_delta_v1_1
хонор honor x9c	HONOR	HONOR_X	X9	Honor X9c	HONOR_HONOR_X9C	75	generated_alias_delta_v1_1
nova13pro	HUAWEI	HUAWEI_NOVA	NOVA_13	Huawei Nova 13 Pro	HUAWEI_HUAWEI_NOVA_13_PRO	75	generated_alias_delta_v1_1
nova 13 pro	HUAWEI	HUAWEI_NOVA	NOVA_13	Huawei Nova 13 Pro	HUAWEI_HUAWEI_NOVA_13_PRO	75	generated_alias_delta_v1_1
huaweinova13pro	HUAWEI	HUAWEI_NOVA	NOVA_13	Huawei Nova 13 Pro	HUAWEI_HUAWEI_NOVA_13_PRO	75	generated_alias_delta_v1_1
Huawei Nova 13 Pro	HUAWEI	HUAWEI_NOVA	NOVA_13	Huawei Nova 13 Pro	HUAWEI_HUAWEI_NOVA_13_PRO	75	generated_alias_delta_v1_1
хуавей nova 13 pro	HUAWEI	HUAWEI_NOVA	NOVA_13	Huawei Nova 13 Pro	HUAWEI_HUAWEI_NOVA_13_PRO	75	generated_alias_delta_v1_1
huawei huawei nova 13 pro	HUAWEI	HUAWEI_NOVA	NOVA_13	Huawei Nova 13 Pro	HUAWEI_HUAWEI_NOVA_13_PRO	75	generated_alias_delta_v1_1
хуавей huawei nova 13 pro	HUAWEI	HUAWEI_NOVA	NOVA_13	Huawei Nova 13 Pro	HUAWEI_HUAWEI_NOVA_13_PRO	75	generated_alias_delta_v1_1
g855g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
g85 5g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
motog855g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
Moto G85 5G	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
motorola g85 5g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
моторола g85 5g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
moto moto g85 5g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
motorola moto g85 5g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
моторола moto g85 5g	MOTOROLA	MOTO_G	G85	Moto G85 5G	MOTOROLA_MOTO_G85_5G	75	generated_alias_delta_v1_1
edge50pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
edge 50 pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
moto edge 50 pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
motorolaedge50pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
Motorola Edge 50 Pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
моторола edge 50 pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
moto motorola edge 50 pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
motorola motorola edge 50 pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
моторола motorola edge 50 pro	MOTOROLA	MOTO_EDGE	EDGE_50	Motorola Edge 50 Pro	MOTOROLA_MOTOROLA_EDGE_50_PRO	75	generated_alias_delta_v1_1
razr50ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
razr 50 ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
moto razr 50 ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
motorolarazr50ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
Motorola Razr 50 Ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
моторола razr 50 ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
moto motorola razr 50 ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
motorola motorola razr 50 ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
моторола motorola razr 50 ultra	MOTOROLA	MOTO_RAZR	RAZR_50	Motorola Razr 50 Ultra	MOTOROLA_MOTOROLA_RAZR_50_ULTRA	75	generated_alias_delta_v1_1
phone2a	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
phone (2a)	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
насинг (2a)	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
nothing (2a)	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
nothingphone2a	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
Nothing Phone (2a)	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
насинг nothing phone (2a)	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
nothing nothing phone (2a)	NOTHING	NOTHING_PHONE	PHONE_2A	Nothing Phone (2a)	NOTHING_NOTHING_PHONE_2A	75	generated_alias_delta_v1_1
nord4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
nord 4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
1plus nord 4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
oneplusnord4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
OnePlus Nord 4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
ванплас nord 4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
1plus oneplus nord 4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
oneplus oneplus nord 4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
ванплас oneplus nord 4	ONEPLUS	ONEPLUS_NORD	NORD_4	OnePlus Nord 4	ONEPLUS_ONEPLUS_NORD_4	75	generated_alias_delta_v1_1
reno13pro	OPPO	OPPO_RENO	RENO_13	OPPO Reno13 Pro	OPPO_OPPO_RENO13_PRO	75	generated_alias_delta_v1_1
reno13 pro	OPPO	OPPO_RENO	RENO_13	OPPO Reno13 Pro	OPPO_OPPO_RENO13_PRO	75	generated_alias_delta_v1_1
opporeno13pro	OPPO	OPPO_RENO	RENO_13	OPPO Reno13 Pro	OPPO_OPPO_RENO13_PRO	75	generated_alias_delta_v1_1
OPPO Reno13 Pro	OPPO	OPPO_RENO	RENO_13	OPPO Reno13 Pro	OPPO_OPPO_RENO13_PRO	75	generated_alias_delta_v1_1
оппо reno13 pro	OPPO	OPPO_RENO	RENO_13	OPPO Reno13 Pro	OPPO_OPPO_RENO13_PRO	75	generated_alias_delta_v1_1
oppo oppo reno13 pro	OPPO	OPPO_RENO	RENO_13	OPPO Reno13 Pro	OPPO_OPPO_RENO13_PRO	75	generated_alias_delta_v1_1
оппо oppo reno13 pro	OPPO	OPPO_RENO	RENO_13	OPPO Reno13 Pro	OPPO_OPPO_RENO13_PRO	75	generated_alias_delta_v1_1
14pro	REALME	REALME_NUMBER	14	realme 14 Pro+	REALME_REALME_14_PRO_PLUS	75	generated_alias_delta_v1_1
14 pro+	REALME	REALME_NUMBER	14	realme 14 Pro+	REALME_REALME_14_PRO_PLUS	75	generated_alias_delta_v1_1
realme14pro	REALME	REALME_NUMBER	14	realme 14 Pro+	REALME_REALME_14_PRO_PLUS	75	generated_alias_delta_v1_1
realme 14 Pro+	REALME	REALME_NUMBER	14	realme 14 Pro+	REALME_REALME_14_PRO_PLUS	75	generated_alias_delta_v1_1
реалми 14 pro+	REALME	REALME_NUMBER	14	realme 14 Pro+	REALME_REALME_14_PRO_PLUS	75	generated_alias_delta_v1_1
realme realme 14 pro+	REALME	REALME_NUMBER	14	realme 14 Pro+	REALME_REALME_14_PRO_PLUS	75	generated_alias_delta_v1_1
реалми realme 14 pro+	REALME	REALME_NUMBER	14	realme 14 Pro+	REALME_REALME_14_PRO_PLUS	75	generated_alias_delta_v1_1
note13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
note 13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
redminote13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
redmi not 13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
Redmi Note 13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
redmi ноут 13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
редми note 13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
redmi redmi note 13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
редми redmi note 13	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13	REDMI_REDMI_NOTE_13	75	generated_alias_delta_v1_1
s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
самс s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
galaxys22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
Galaxy S22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
samsung s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
самсунг s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
самс galaxy s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
samsung galaxy s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
самсунг galaxy s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
самсунг галакси s22	SAMSUNG	GALAXY_S	S22	Galaxy S22	SAMSUNG_GALAXY_S22	75	generated_alias_delta_v1_1
s22u	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
s22ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
galaxys22ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
самс s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
Galaxy S22 Ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
samsung s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
самсунг s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
самс galaxy s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
samsung galaxy s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
самсунг galaxy s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
самсунг галакси s22 ultra	SAMSUNG	GALAXY_S	S22	Galaxy S22 Ultra	SAMSUNG_GALAXY_S22_ULTRA	75	generated_alias_delta_v1_1
a345g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
galaxya345g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
самс a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
Galaxy A34 5G	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
samsung a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
самсунг a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
самс galaxy a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
samsung galaxy a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
самсунг galaxy a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
самсунг галакси a34 5g	SAMSUNG	GALAXY_A	A34	Galaxy A34 5G	SAMSUNG_GALAXY_A34_5G	75	generated_alias_delta_v1_1
s23	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
galaxys23	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
самс s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
Galaxy S23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
samsung s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
самсунг s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
самс galaxy s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
samsung galaxy s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
самсунг galaxy s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
самсунг галакси s23+	SAMSUNG	GALAXY_S	S23	Galaxy S23+	SAMSUNG_GALAXY_S23_PLUS	75	generated_alias_delta_v1_1
zflip5	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip5	SAMSUNG_GALAXY_Z_FLIP5	75	generated_alias_delta_v1_1
